id,city,date,time,severity,weather_condition,road_condition,num_vehicles,latitude,longitude,hour,month,year,month_year,period
5435,Phoenix,2023-05-01,19:53,Low,Clear,Dry,4,43.4995,-105.5008,19,5,2023,2023-05,Night
5436,Charlotte,2023-05-30,20:36,High,Rain,Dry,2,41.3011,-80.0123,20,5,2023,2023-05,Night
5437,Philadelphia,2021-01-30,08:22,Low,Fog,Dry,2,40.669,-85.8571,8,1,2021,2021-01,Day
5438,Los Angeles,2023-08-28,11:53,Medium,Rain,Dry,2,27.5402,-121.6518,11,8,2023,2023-08,Day
5439,Austin,2022-04-27,15:28,High,Rain,Icy,1,36.2381,-99.3956,15,4,2022,2022-04,Day
5440,San Jose,2023-04-29,21:57,Medium,Rain,Dry,4,39.9191,-79.135,21,4,2023,2023-04,Night
5441,San Diego,2021-01-06,18:43,Medium,Clear,Wet,3,30.0745,-87.5713,18,1,2021,2021-01,Night
5442,Los Angeles,2022-05-06,11:09,Low,Clear,Dry,1,44.827,-76.1011,11,5,2022,2022-05,Day
5443,New York,2023-11-08,13:43,Low,Rain,Dry,2,47.7273,-103.3349,13,11,2023,2023-11,Day
5444,Philadelphia,2021-09-26,18:02,Low,Fog,Dry,1,37.1702,-94.5264,18,9,2021,2021-09,Night
5445,Jacksonville,2022-08-20,12:04,Low,Snow,Slippery,3,35.8138,-94.0999,12,8,2022,2022-08,Day
5446,Chicago,2022-06-24,19:52,Medium,Fog,Icy,4,29.4034,-119.713,19,6,2022,2022-06,Night
5447,Dallas,2023-03-15,12:03,Medium,Rain,Wet,4,41.4903,-81.5002,12,3,2023,2023-03,Day
5448,Los Angeles,2022-01-10,13:58,Medium,Clear,Under Construction,1,28.5358,-106.1206,13,1,2022,2022-01,Day
5449,Indianapolis,2022-11-28,01:52,Low,Fog,Icy,1,46.463,-85.8602,1,11,2022,2022-11,Night
5450,Los Angeles,2022-12-17,07:58,Low,Hail,Dry,3,42.8923,-88.9431,7,12,2022,2022-12,Day
5451,Chicago,2022-10-05,12:19,Medium,Rain,Icy,3,34.4699,-77.4403,12,10,2022,2022-10,Day
5452,Phoenix,2021-09-03,09:45,Low,Clear,Slippery,1,44.2485,-116.2935,9,9,2021,2021-09,Day
5453,Phoenix,2023-06-28,09:28,Medium,Clear,Icy,2,36.6757,-112.7288,9,6,2023,2023-06,Day
5454,Dallas,2022-01-05,07:54,Medium,Rain,Dry,4,34.8325,-81.9285,7,1,2022,2022-01,Day
5455,Columbus,2021-12-03,17:09,Low,Clear,Dry,1,32.8732,-115.8324,17,12,2021,2021-12,Day
5456,Philadelphia,2023-10-09,12:29,Medium,Snow,Dry,1,25.822,-75.8663,12,10,2023,2023-10,Day
5457,Phoenix,2021-06-26,20:07,Low,Rain,Dry,5,42.2996,-89.5962,20,6,2021,2021-06,Night
5458,San Diego,2022-02-27,22:32,Low,Clear,Dry,5,39.7694,-101.7766,22,2,2022,2022-02,Night
5459,Indianapolis,2022-04-07,06:20,Low,Clear,Wet,1,36.5776,-102.7321,6,4,2022,2022-04,Day
5460,Charlotte,2022-11-25,13:06,Low,Rain,Icy,5,28.1237,-111.9858,13,11,2022,2022-11,Day
5461,Los Angeles,2021-04-22,17:34,Low,Rain,Wet,1,27.4243,-111.7019,17,4,2021,2021-04,Day
5462,Dallas,2021-06-29,09:23,High,Clear,Dry,3,29.0702,-110.2599,9,6,2021,2021-06,Day
5463,Houston,2023-04-06,18:20,Low,Snow,Under Construction,4,30.7409,-78.2696,18,4,2023,2023-04,Night
5464,New York,2023-09-25,17:04,Low,Clear,Dry,5,36.187,-112.4402,17,9,2023,2023-09,Day
5465,Philadelphia,2022-04-23,06:02,High,Clear,Wet,4,32.2117,-77.8356,6,4,2022,2022-04,Day
5466,Chicago,2021-01-01,12:01,Medium,Rain,Dry,5,47.3017,-102.0204,12,1,2021,2021-01,Day
5467,Jacksonville,2021-07-25,06:47,Low,Rain,Slippery,1,47.7011,-105.713,6,7,2021,2021-07,Day
5468,Philadelphia,2023-06-02,10:23,Low,Rain,Dry,2,40.8946,-111.6921,10,6,2023,2023-06,Day
5469,Phoenix,2022-06-21,15:08,Medium,Windy,Dry,4,27.7618,-97.307,15,6,2022,2022-06,Day
5470,Los Angeles,2023-03-20,15:13,Low,Clear,Wet,4,46.5347,-87.2898,15,3,2023,2023-03,Day
5471,Austin,2021-12-14,07:26,Medium,Cloudy,Wet,2,32.7816,-104.1574,7,12,2021,2021-12,Day
5472,Austin,2022-05-08,05:12,Low,Clear,Wet,5,42.8732,-102.8516,5,5,2022,2022-05,Night
5473,San Antonio,2022-05-19,09:18,Medium,Snow,Wet,3,44.3847,-106.9064,9,5,2022,2022-05,Day
5474,San Antonio,2022-05-07,21:57,Medium,Clear,Wet,2,46.523,-78.0255,21,5,2022,2022-05,Night
5475,Los Angeles,2023-06-26,14:13,Medium,Snow,Wet,2,28.1668,-72.2196,14,6,2023,2023-06,Day
5476,Chicago,2021-06-11,21:05,Medium,Cloudy,Dry,1,27.7417,-110.2528,21,6,2021,2021-06,Night
5477,Phoenix,2021-03-31,07:58,Low,Clear,Dry,4,42.4077,-108.391,7,3,2021,2021-03,Day
5478,Phoenix,2023-08-29,16:04,Medium,Clear,Icy,1,42.2883,-76.4233,16,8,2023,2023-08,Day
5479,Jacksonville,2021-07-04,08:03,Medium,Clear,Dry,5,38.5417,-108.7262,8,7,2021,2021-07,Day
5480,Austin,2021-01-17,06:46,Low,Fog,Wet,2,27.5057,-87.6539,6,1,2021,2021-01,Day
5481,San Jose,2021-06-09,15:29,High,Clear,Dry,4,41.3456,-72.5702,15,6,2021,2021-06,Day
5482,Dallas,2022-10-23,11:33,Medium,Cloudy,Dry,5,45.4582,-102.5882,11,10,2022,2022-10,Day
5483,Charlotte,2022-02-06,08:25,Medium,Clear,Dry,1,46.4009,-89.2643,8,2,2022,2022-02,Day
5484,Dallas,2021-08-02,10:29,Medium,Rain,Wet,5,42.3392,-76.9832,10,8,2021,2021-08,Day
5485,Columbus,2022-04-05,08:33,High,Clear,Dry,5,35.8124,-88.9771,8,4,2022,2022-04,Day
5486,New York,2023-02-15,14:04,Medium,Rain,Wet,4,41.7821,-92.1486,14,2,2023,2023-02,Day
5487,Jacksonville,2021-11-20,18:29,Medium,Rain,Wet,4,41.0087,-102.4049,18,11,2021,2021-11,Night
5488,Chicago,2023-07-23,21:50,Medium,Clear,Icy,4,35.1733,-72.4181,21,7,2023,2023-07,Night
5489,Los Angeles,2023-08-09,13:30,Medium,Snow,Wet,1,45.7563,-105.4586,13,8,2023,2023-08,Day
5490,San Diego,2023-04-23,14:12,Low,Rain,Icy,2,38.0164,-107.4896,14,4,2023,2023-04,Day
5491,San Diego,2022-08-02,17:59,Low,Rain,Wet,3,35.3223,-98.7686,17,8,2022,2022-08,Day
5492,New York,2023-01-24,09:25,Medium,Clear,Dry,4,47.8848,-73.1796,9,1,2023,2023-01,Day
5493,New York,2021-10-05,05:13,Low,Fog,Wet,5,28.8514,-89.3122,5,10,2021,2021-10,Night
5494,Indianapolis,2023-12-12,20:10,Medium,Cloudy,Wet,3,32.6744,-82.9045,20,12,2023,2023-12,Night
5495,Los Angeles,2023-10-21,12:48,Medium,Rain,Dry,1,35.0887,-83.9402,12,10,2023,2023-10,Day
5496,San Antonio,2021-05-21,19:43,Medium,Clear,Dry,1,32.9533,-107.3341,19,5,2021,2021-05,Night
5497,Philadelphia,2022-09-20,10:05,Medium,Cloudy,Dry,5,47.3462,-107.166,10,9,2022,2022-09,Day
5498,Dallas,2023-03-25,13:07,Medium,Clear,Wet,3,44.0607,-102.3892,13,3,2023,2023-03,Day
5499,Jacksonville,2022-06-09,08:23,High,Snow,Under Construction,3,27.4005,-73.4589,8,6,2022,2022-06,Day
5500,Los Angeles,2023-03-14,22:11,Medium,Clear,Wet,4,26.3065,-75.6988,22,3,2023,2023-03,Night
5501,Chicago,2022-05-21,07:06,High,Clear,Dry,5,26.7623,-97.8152,7,5,2022,2022-05,Day
5502,San Jose,2023-08-10,06:17,Medium,Rain,Wet,1,35.9555,-117.9175,6,8,2023,2023-08,Day
5503,Charlotte,2023-11-23,20:35,High,Clear,Dry,1,47.8247,-91.7036,20,11,2023,2023-11,Night
5504,Los Angeles,2023-03-26,02:02,Low,Clear,Slippery,1,35.8947,-106.6411,2,3,2023,2023-03,Night
5505,Charlotte,2023-09-16,20:16,Low,Snow,Dry,3,32.5362,-80.0584,20,9,2023,2023-09,Night
5506,Los Angeles,2022-01-11,22:55,High,Clear,Dry,3,42.1579,-117.4695,22,1,2022,2022-01,Night
5507,Dallas,2023-04-22,12:01,Low,Clear,Dry,3,36.7063,-104.6958,12,4,2023,2023-04,Day
5508,Los Angeles,2021-04-22,13:18,Low,Cloudy,Dry,1,26.4789,-92.5338,13,4,2021,2021-04,Day
5509,Los Angeles,2023-04-27,11:25,Low,Clear,Dry,4,44.416,-89.4834,11,4,2023,2023-04,Day
5510,New York,2023-09-10,13:40,High,Clear,Dry,3,28.4432,-72.6924,13,9,2023,2023-09,Day
5511,Los Angeles,2022-07-19,15:27,Medium,Rain,Dry,3,46.0996,-92.3215,15,7,2022,2022-07,Day
5512,Dallas,2022-06-28,08:22,Low,Rain,Dry,4,46.5792,-90.8742,8,6,2022,2022-06,Day
5513,Chicago,2022-06-12,16:25,Medium,Clear,Slippery,1,26.1308,-106.4401,16,6,2022,2022-06,Day
5514,San Jose,2021-08-01,20:27,High,Fog,Under Construction,2,47.2174,-108.2054,20,8,2021,2021-08,Night
5515,San Antonio,2023-08-25,18:46,Low,Snow,Wet,3,26.1201,-90.5047,18,8,2023,2023-08,Night
5516,Philadelphia,2023-02-24,20:15,Medium,Clear,Dry,4,27.9227,-91.7083,20,2,2023,2023-02,Night
5517,Houston,2022-03-27,07:35,Medium,Fog,Dry,5,28.8831,-106.7599,7,3,2022,2022-03,Day
5518,Dallas,2021-08-10,07:49,Medium,Clear,Dry,2,45.0322,-82.576,7,8,2021,2021-08,Day
5519,Charlotte,2021-08-19,14:58,Medium,Clear,Dry,4,36.359,-117.3574,14,8,2021,2021-08,Day
5520,Dallas,2023-07-11,12:43,Medium,Rain,Icy,1,35.864,-90.1271,12,7,2023,2023-07,Day
5521,Chicago,2021-11-02,08:45,Low,Fog,Dry,1,45.8323,-109.1437,8,11,2021,2021-11,Day
5522,Philadelphia,2023-06-04,07:48,Medium,Clear,Dry,3,41.0553,-89.0486,7,6,2023,2023-06,Day
5523,Dallas,2022-07-13,18:58,Medium,Clear,Icy,4,27.0713,-78.704,18,7,2022,2022-07,Night
5524,Philadelphia,2021-12-06,14:39,Low,Rain,Dry,4,37.5902,-79.7363,14,12,2021,2021-12,Day
5525,New York,2021-07-18,12:24,Medium,Clear,Dry,3,39.8087,-85.7862,12,7,2021,2021-07,Day
5526,Indianapolis,2023-06-19,20:09,Low,Cloudy,Under Construction,3,28.6505,-99.4946,20,6,2023,2023-06,Night
5527,Dallas,2023-07-17,23:35,Low,Fog,Dry,3,27.3926,-104.1975,23,7,2023,2023-07,Night
5528,Phoenix,2021-10-07,21:49,High,Clear,Dry,1,31.3831,-97.789,21,10,2021,2021-10,Night
5529,Los Angeles,2021-07-04,12:19,Low,Clear,Dry,3,40.3578,-120.2512,12,7,2021,2021-07,Day
5530,Los Angeles,2022-10-21,07:22,Medium,Rain,Dry,3,40.2434,-82.7508,7,10,2022,2022-10,Day
5531,Philadelphia,2022-07-23,18:07,Medium,Clear,Dry,5,39.9981,-90.609,18,7,2022,2022-07,Night
5532,Los Angeles,2023-09-16,10:51,Low,Rain,Dry,3,40.3825,-120.5654,10,9,2023,2023-09,Day
5533,Austin,2023-05-27,12:22,Low,Fog,Slippery,2,25.6044,-111.8502,12,5,2023,2023-05,Day
5534,Los Angeles,2023-07-08,12:07,High,Rain,Dry,3,36.9139,-91.6078,12,7,2023,2023-07,Day
5535,Los Angeles,2021-09-22,12:22,Medium,Fog,Under Construction,2,25.1335,-82.9232,12,9,2021,2021-09,Day
5536,Indianapolis,2021-10-01,18:55,High,Rain,Dry,4,39.7515,-77.6079,18,10,2021,2021-10,Night
5537,Los Angeles,2023-10-25,14:11,Low,Snow,Dry,1,25.09,-85.4231,14,10,2023,2023-10,Day
5538,San Diego,2022-07-15,18:12,Medium,Rain,Dry,1,41.7844,-96.5254,18,7,2022,2022-07,Night
5539,New York,2021-09-25,16:37,Low,Clear,Icy,2,28.8956,-90.9204,16,9,2021,2021-09,Day
5540,Houston,2021-10-06,19:53,High,Rain,Wet,5,30.6956,-80.9811,19,10,2021,2021-10,Night
5541,Houston,2022-05-29,21:10,Low,Clear,Dry,1,37.6718,-77.5047,21,5,2022,2022-05,Night
5542,New York,2023-08-17,13:02,Medium,Rain,Dry,3,26.1321,-102.251,13,8,2023,2023-08,Day
5543,New York,2022-11-03,07:24,Medium,Windy,Icy,3,43.9023,-113.5942,7,11,2022,2022-11,Day
5544,Charlotte,2021-04-13,14:07,Low,Clear,Wet,5,34.5829,-102.0742,14,4,2021,2021-04,Day
5545,San Antonio,2021-04-04,01:36,Medium,Hail,Dry,3,46.1215,-116.6544,1,4,2021,2021-04,Night
5546,Columbus,2023-06-25,06:37,Low,Clear,Slippery,4,30.7064,-115.4567,6,6,2023,2023-06,Day
5547,San Diego,2022-12-06,16:51,Low,Clear,Dry,5,34.7997,-107.4772,16,12,2022,2022-12,Day
5548,Dallas,2022-02-22,09:14,High,Cloudy,Wet,5,46.1852,-99.8278,9,2,2022,2022-02,Day
5549,Indianapolis,2023-10-02,05:19,High,Snow,Icy,5,40.8674,-75.3387,5,10,2023,2023-10,Night
5550,San Jose,2022-10-26,19:05,Low,Rain,Wet,1,26.0227,-70.786,19,10,2022,2022-10,Night
5551,Dallas,2021-06-20,18:45,Low,Clear,Dry,2,45.7629,-89.5483,18,6,2021,2021-06,Night
5552,Los Angeles,2021-08-23,16:30,Low,Hail,Icy,1,33.5756,-94.2798,16,8,2021,2021-08,Day
5553,Charlotte,2023-06-08,12:52,High,Rain,Wet,5,35.7244,-102.4801,12,6,2023,2023-06,Day
5554,Jacksonville,2021-05-12,11:09,High,Clear,Slippery,5,42.4765,-89.7251,11,5,2021,2021-05,Day
5555,Dallas,2022-11-24,16:38,Low,Clear,Wet,3,40.4425,-104.5383,16,11,2022,2022-11,Day
5556,San Diego,2023-09-02,08:25,Medium,Rain,Dry,1,30.0141,-98.5713,8,9,2023,2023-09,Day
5557,Dallas,2022-06-25,02:48,Medium,Rain,Dry,1,43.9929,-121.7504,2,6,2022,2022-06,Night
5558,Los Angeles,2023-04-20,09:10,High,Clear,Dry,3,47.2025,-92.435,9,4,2023,2023-04,Day
5559,San Antonio,2022-10-06,06:32,Medium,Clear,Wet,5,40.0403,-104.8224,6,10,2022,2022-10,Day
5560,San Antonio,2022-10-30,05:28,Low,Snow,Dry,5,45.7689,-119.8783,5,10,2022,2022-10,Night
5561,Dallas,2022-03-14,09:38,Medium,Rain,Dry,3,39.1914,-119.4308,9,3,2022,2022-03,Day
5562,New York,2021-04-06,16:04,Low,Rain,Dry,5,27.1479,-94.1393,16,4,2021,2021-04,Day
5563,Los Angeles,2022-03-19,08:57,Low,Rain,Icy,4,43.3823,-107.0207,8,3,2022,2022-03,Day
5564,Chicago,2022-05-02,18:28,Low,Snow,Wet,4,31.3961,-95.1736,18,5,2022,2022-05,Night
5565,New York,2021-05-04,11:07,Low,Rain,Dry,1,43.5036,-70.3749,11,5,2021,2021-05,Day
5566,Philadelphia,2021-11-29,19:01,Low,Fog,Dry,3,33.1389,-103.4167,19,11,2021,2021-11,Night
5567,New York,2023-12-28,08:12,Low,Snow,Dry,3,30.89,-92.6356,8,12,2023,2023-12,Day
5568,Indianapolis,2022-05-19,09:29,Low,Clear,Under Construction,5,37.611,-83.9318,9,5,2022,2022-05,Day
5569,Austin,2021-01-15,13:59,Medium,Snow,Under Construction,2,29.0442,-117.7919,13,1,2021,2021-01,Day
5570,Los Angeles,2023-08-09,03:52,Medium,Fog,Dry,4,27.9573,-71.8294,3,8,2023,2023-08,Night
5571,Philadelphia,2021-12-20,11:58,Low,Rain,Wet,5,39.9564,-113.3984,11,12,2021,2021-12,Day
5572,Columbus,2023-06-20,13:06,High,Rain,Dry,5,44.7722,-105.825,13,6,2023,2023-06,Day
5573,San Jose,2022-06-24,12:27,Medium,Clear,Dry,2,43.5029,-104.049,12,6,2022,2022-06,Day
5574,Phoenix,2023-06-28,20:20,Low,Clear,Slippery,5,31.9306,-70.7945,20,6,2023,2023-06,Night
5575,New York,2022-12-24,06:25,Medium,Cloudy,Dry,1,47.6863,-87.7188,6,12,2022,2022-12,Day
5576,San Antonio,2022-06-26,02:56,Low,Clear,Wet,3,44.6882,-100.0155,2,6,2022,2022-06,Night
5577,Houston,2023-02-06,07:07,Low,Cloudy,Wet,2,43.2656,-71.2399,7,2,2023,2023-02,Day
5578,Houston,2021-04-09,13:25,Medium,Clear,Dry,3,39.8181,-112.5497,13,4,2021,2021-04,Day
5579,Chicago,2022-05-08,06:49,Medium,Rain,Dry,3,43.0227,-118.5836,6,5,2022,2022-05,Day
5580,New York,2021-09-26,09:48,Medium,Rain,Dry,3,25.9803,-80.5336,9,9,2021,2021-09,Day
5581,Columbus,2023-05-14,18:03,Medium,Windy,Dry,4,34.5479,-111.2715,18,5,2023,2023-05,Night
5582,Houston,2022-04-14,11:57,Low,Windy,Under Construction,2,44.7607,-104.1478,11,4,2022,2022-04,Day
5583,Los Angeles,2023-11-01,05:57,Medium,Clear,Dry,3,46.5684,-79.0961,5,11,2023,2023-11,Night
5584,Philadelphia,2021-01-12,06:53,Low,Rain,Icy,1,26.1852,-105.1366,6,1,2021,2021-01,Day
5585,Indianapolis,2022-04-02,03:53,Medium,Rain,Dry,4,27.1595,-73.9471,3,4,2022,2022-04,Night
5586,San Jose,2023-02-02,08:07,Low,Clear,Wet,3,44.5531,-112.7593,8,2,2023,2023-02,Day
5587,New York,2023-08-02,11:43,Medium,Rain,Slippery,2,30.4683,-107.0402,11,8,2023,2023-08,Day
5588,Austin,2021-11-05,06:09,High,Rain,Dry,5,35.7368,-118.7172,6,11,2021,2021-11,Day
5589,Los Angeles,2023-02-26,08:39,Low,Windy,Dry,4,42.4376,-93.2918,8,2,2023,2023-02,Day
5590,New York,2023-11-18,04:00,Low,Windy,Icy,3,32.733,-108.3314,4,11,2023,2023-11,Night
5591,San Jose,2021-06-29,20:51,Low,Clear,Wet,2,31.6784,-77.5463,20,6,2021,2021-06,Night
5592,New York,2021-06-09,13:45,High,Clear,Wet,3,39.4785,-76.0955,13,6,2021,2021-06,Day
5593,San Antonio,2023-06-14,18:59,Medium,Clear,Dry,4,44.1656,-116.6743,18,6,2023,2023-06,Night
5594,Los Angeles,2021-09-09,18:02,High,Rain,Dry,3,27.8092,-71.0654,18,9,2021,2021-09,Night
5595,Indianapolis,2023-06-30,11:22,High,Fog,Dry,1,26.0881,-115.2157,11,6,2023,2023-06,Day
5596,Los Angeles,2022-08-23,22:08,High,Clear,Under Construction,3,30.2438,-110.7053,22,8,2022,2022-08,Night
5597,Indianapolis,2022-01-30,18:54,Low,Clear,Wet,5,35.3882,-83.3276,18,1,2022,2022-01,Night
5598,New York,2021-05-15,05:20,High,Clear,Icy,1,44.284,-71.3875,5,5,2021,2021-05,Night
5599,Austin,2022-03-11,18:26,Medium,Clear,Dry,1,41.737,-117.1415,18,3,2022,2022-03,Night
5600,New York,2022-05-18,05:04,High,Clear,Wet,3,34.0243,-119.5014,5,5,2022,2022-05,Night
5601,New York,2022-11-11,08:59,Medium,Snow,Slippery,5,43.6476,-85.0765,8,11,2022,2022-11,Day
5602,Jacksonville,2021-07-02,01:35,Low,Rain,Wet,2,35.5656,-85.2869,1,7,2021,2021-07,Night
5603,Columbus,2023-12-21,08:36,Medium,Clear,Dry,2,29.1718,-108.0714,8,12,2023,2023-12,Day
5604,San Antonio,2021-02-15,13:26,Medium,Clear,Dry,4,32.2325,-110.9064,13,2,2021,2021-02,Day
5605,Philadelphia,2022-12-23,22:10,Low,Clear,Icy,2,45.0915,-81.8973,22,12,2022,2022-12,Night
5606,Houston,2022-12-03,17:16,Medium,Rain,Slippery,1,46.8301,-100.8771,17,12,2022,2022-12,Day
5607,Houston,2023-11-10,09:51,Medium,Clear,Dry,2,29.9101,-84.8892,9,11,2023,2023-11,Day
5608,Los Angeles,2022-07-10,16:51,Medium,Snow,Icy,5,31.9866,-103.5347,16,7,2022,2022-07,Day
5609,Columbus,2023-03-21,18:50,Low,Hail,Dry,3,29.0738,-89.2753,18,3,2023,2023-03,Night
5610,San Antonio,2023-08-08,07:47,Low,Clear,Dry,1,30.0466,-80.9564,7,8,2023,2023-08,Day
5611,Philadelphia,2021-06-24,09:57,Medium,Fog,Wet,1,46.662,-115.1201,9,6,2021,2021-06,Day
5612,Dallas,2022-12-22,10:23,High,Cloudy,Slippery,5,42.9004,-78.5298,10,12,2022,2022-12,Day
5613,Austin,2023-06-24,07:00,Medium,Clear,Slippery,2,26.3863,-89.7492,7,6,2023,2023-06,Day
5614,Jacksonville,2023-08-02,15:15,Medium,Clear,Dry,4,28.7007,-84.8501,15,8,2023,2023-08,Day
5615,Philadelphia,2022-12-05,22:13,High,Clear,Wet,5,46.8926,-93.4517,22,12,2022,2022-12,Night
5616,Philadelphia,2021-11-20,14:43,Low,Snow,Dry,3,25.3026,-109.716,14,11,2021,2021-11,Day
5617,Charlotte,2023-10-22,10:40,Low,Clear,Dry,1,32.9515,-86.3963,10,10,2023,2023-10,Day
5618,Indianapolis,2022-06-27,12:29,Low,Fog,Wet,2,26.6422,-73.3933,12,6,2022,2022-06,Day
5619,Houston,2023-03-16,21:43,Medium,Clear,Icy,1,47.0427,-106.1389,21,3,2023,2023-03,Night
5620,Indianapolis,2023-01-13,12:52,Low,Snow,Dry,5,35.405,-111.4127,12,1,2023,2023-01,Day
5621,Chicago,2021-03-13,05:16,Low,Rain,Dry,3,32.6738,-121.8282,5,3,2021,2021-03,Night
5622,New York,2021-09-14,17:08,Medium,Rain,Wet,5,31.8292,-116.7931,17,9,2021,2021-09,Day
5623,Indianapolis,2021-06-11,07:03,High,Clear,Wet,5,39.2056,-109.8214,7,6,2021,2021-06,Day
5624,Los Angeles,2021-11-08,17:11,Low,Fog,Slippery,1,43.6165,-99.8104,17,11,2021,2021-11,Day
5625,Charlotte,2023-06-18,04:51,Medium,Snow,Dry,5,28.6548,-113.439,4,6,2023,2023-06,Night
5626,Dallas,2023-04-18,13:03,Low,Clear,Slippery,4,36.218,-104.9574,13,4,2023,2023-04,Day
5627,Los Angeles,2022-08-25,15:26,Medium,Rain,Wet,1,28.2458,-110.6959,15,8,2022,2022-08,Day
5628,New York,2022-11-12,21:03,Low,Clear,Under Construction,4,41.7638,-101.7804,21,11,2022,2022-11,Night
5629,Phoenix,2022-04-01,13:27,Low,Clear,Dry,2,39.4862,-108.0705,13,4,2022,2022-04,Day
5630,San Antonio,2021-12-26,07:04,Low,Snow,Under Construction,4,29.1525,-75.7336,7,12,2021,2021-12,Day
5631,Los Angeles,2022-12-12,11:14,Low,Hail,Wet,5,44.3159,-76.2802,11,12,2022,2022-12,Day
5632,Chicago,2022-12-22,10:09,High,Clear,Dry,3,47.241,-79.5474,10,12,2022,2022-12,Day
5633,New York,2023-03-14,04:10,Medium,Clear,Wet,2,47.0996,-91.8416,4,3,2023,2023-03,Night
5634,Dallas,2023-12-26,16:35,Medium,Snow,Wet,5,25.3344,-120.3806,16,12,2023,2023-12,Day
5635,Columbus,2022-11-29,21:56,Low,Clear,Under Construction,2,25.7357,-112.9166,21,11,2022,2022-11,Night
5636,New York,2022-03-09,18:27,Low,Cloudy,Dry,2,40.01,-121.0712,18,3,2022,2022-03,Night
5637,Dallas,2021-11-28,13:16,High,Clear,Under Construction,3,26.2177,-88.2087,13,11,2021,2021-11,Day
5638,Columbus,2022-08-25,19:00,Medium,Rain,Dry,4,35.8948,-92.8307,19,8,2022,2022-08,Night
5639,Phoenix,2021-06-20,04:16,Medium,Cloudy,Icy,1,42.0467,-77.0574,4,6,2021,2021-06,Night
5640,Philadelphia,2021-12-16,20:18,Medium,Clear,Dry,1,42.6574,-96.0294,20,12,2021,2021-12,Night
5641,Phoenix,2021-08-02,09:43,Medium,Fog,Dry,5,42.4662,-77.9507,9,8,2021,2021-08,Day
5642,San Antonio,2021-06-08,10:25,High,Clear,Dry,2,35.4904,-82.0691,10,6,2021,2021-06,Day
5643,Philadelphia,2021-03-11,16:25,Low,Clear,Wet,4,40.8613,-110.0526,16,3,2021,2021-03,Day
5644,San Antonio,2022-09-27,13:41,Low,Cloudy,Wet,5,29.2774,-72.3636,13,9,2022,2022-09,Day
5645,Columbus,2023-10-24,10:29,High,Rain,Icy,3,27.3567,-104.5214,10,10,2023,2023-10,Day
5646,Dallas,2023-06-30,09:26,Medium,Clear,Dry,4,29.7374,-98.9496,9,6,2023,2023-06,Day
5647,New York,2023-02-13,10:25,High,Clear,Under Construction,5,33.4882,-79.8351,10,2,2023,2023-02,Day
5648,Phoenix,2021-10-11,10:57,Medium,Rain,Dry,2,32.2337,-88.8188,10,10,2021,2021-10,Day
5649,Los Angeles,2022-07-13,18:13,Low,Clear,Dry,2,40.1346,-80.1986,18,7,2022,2022-07,Night
5650,San Jose,2023-12-08,08:07,Medium,Fog,Dry,1,26.9513,-83.4406,8,12,2023,2023-12,Day
5651,Houston,2021-04-04,19:41,Low,Clear,Wet,3,40.7905,-92.4295,19,4,2021,2021-04,Night
5652,Austin,2021-07-17,23:55,High,Clear,Wet,2,41.9953,-113.0137,23,7,2021,2021-07,Night
5653,Los Angeles,2022-10-22,19:34,High,Rain,Dry,1,42.2368,-119.7536,19,10,2022,2022-10,Night
5654,San Jose,2022-01-05,13:41,Medium,Fog,Dry,3,28.7624,-107.7254,13,1,2022,2022-01,Day
5655,Charlotte,2022-09-27,17:03,Low,Snow,Wet,3,34.1651,-99.3086,17,9,2022,2022-09,Day
5656,Phoenix,2021-09-27,21:00,Medium,Rain,Dry,2,41.1182,-84.5512,21,9,2021,2021-09,Night
5657,Phoenix,2023-12-08,17:01,Medium,Rain,Dry,3,42.3628,-107.6146,17,12,2023,2023-12,Day
5658,Columbus,2022-04-18,15:23,Low,Clear,Slippery,1,40.8287,-72.3707,15,4,2022,2022-04,Day
5659,San Antonio,2022-10-22,12:54,Low,Clear,Dry,1,46.4674,-114.011,12,10,2022,2022-10,Day
5660,New York,2023-11-26,08:44,Low,Hail,Wet,3,39.2128,-106.6039,8,11,2023,2023-11,Day
5661,San Antonio,2022-08-24,19:29,Low,Rain,Dry,2,45.6007,-89.085,19,8,2022,2022-08,Night
5662,New York,2021-12-08,12:40,Medium,Clear,Wet,2,30.7299,-95.0861,12,12,2021,2021-12,Day
5663,New York,2021-01-24,22:01,Medium,Rain,Wet,4,39.6709,-84.0011,22,1,2021,2021-01,Night
5664,Chicago,2021-10-12,16:27,Low,Clear,Dry,2,46.9096,-115.711,16,10,2021,2021-10,Day
5665,San Antonio,2023-11-19,15:25,Low,Hail,Icy,2,42.7925,-74.934,15,11,2023,2023-11,Day
5666,New York,2021-11-03,08:31,Low,Clear,Dry,4,44.5422,-95.181,8,11,2021,2021-11,Day
5667,New York,2023-12-12,21:42,Medium,Rain,Wet,5,46.5652,-113.3289,21,12,2023,2023-12,Night
5668,New York,2021-12-03,08:12,Medium,Fog,Dry,4,27.7476,-91.6475,8,12,2021,2021-12,Day
5669,Dallas,2023-06-30,06:32,Medium,Clear,Dry,1,30.5174,-110.2076,6,6,2023,2023-06,Day
5670,Jacksonville,2022-10-14,18:43,Low,Clear,Wet,3,30.9192,-115.1762,18,10,2022,2022-10,Night
5671,Columbus,2023-09-07,02:03,High,Cloudy,Slippery,5,47.7913,-80.2888,2,9,2023,2023-09,Night
